UP,VP,Red,Green,Blue
0.160559019,0.551713185,37.13394506,16.66539103,50.6860614
0.135160681,0.551335066,32.8160486,8.76149515,40.57241231
0.299020173,0.422247839,33.58024794,63.60630571,32.16913258
0.248276974,0.523437185,34.77883477,40.39930886,52.21717035
0.178304595,0.374860323,26.36386051,31.29905872,17.54754259
0.159975918,0.455595227,28.02273984,20.03653836,22.72445294
0.202146112,0.185565192,26.94205841,65.61675581,17.65955478
0.216492881,0.488334105,34.18383925,35.74795241,40.8376731
0.1667979,0.468208661,30.31461934,23.12410263,26.40781125
0.146187621,0.476450593,24.66949859,12.05324083,19.33207942
0.289297171,0.38976378,30.72211973,64.7357255,28.30871569
0.215683514,0.533943404,36.63927014,33.90995208,55.16869453
0.152265189,0.521530321,33.24714543,16.78762677,35.38464227
0.224310856,0.213136765,22.17275108,56.88300462,12.48618384
0.24127588,0.478015948,34.67619648,41.95592966,41.49860685
0.173571384,0.524203181,37.91156936,24.00917982,41.72766381
0.14798525,0.455983909,24.50502938,13.04402382,17.99880817
0.23103727,0.396398405,30.49752269,52.8744374,25.4780829
0.189601731,0.285016668,22.00160321,40.15665287,9.659719204
0.150885142,0.48923321,30.46552628,15.08719383,27.07061985
0.215571647,0.219125756,25.87210392,64.42284677,12.61880166
0.191628596,0.3673293,27.69686084,36.86439951,19.52988374
0.156919969,0.502329105,32.92955477,18.15468623,33.34370151
0.198753156,0.193085682,22.28043646,61.20688592,12.34851043
0.210370279,0.25348198,24.02465236,54.4765192,14.08133357
0.212728858,0.516607138,37.84443208,32.88211423,49.96318219
0.161776691,0.392165852,24.43082787,19.18118934,11.86865769
0.296023005,0.438012045,31.97289877,57.20902451,37.7407172
0.191930718,0.270516984,21.06538551,44.46326964,8.001121399
0.16171875,0.5259375,37.19344776,18.66789292,46.28681982
0.134934522,0.53575504,30.15864594,9.911303682,32.13351941
0.217393725,0.277883955,27.13943698,60.12296195,13.08980643
0.181856604,0.339260377,25.09824059,35.60068777,14.16894589
0.153137216,0.499443098,29.94906642,16.09974527,29.98131621
0.144585437,0.465837851,20.57288294,9.11414275,10.96539622
0.250634101,0.431751996,28.34160998,51.14501702,30.41796526
0.2001414,0.501949298,34.38553044,31.18232792,40.14268303
0.157552699,0.510665418,31.53760414,18.54362765,31.55833811
0.1475613,0.466798707,21.19224762,11.00538128,17.5683928
0.362603934,0.494625837,26.99401712,60.83011795,52.08501077
0.232419613,0.490678948,33.38389497,41.13474179,38.82693464
0.151242809,0.558316417,33.50079783,11.66916234,49.87256961
0.357552581,0.490439771,29.00440624,62.11519332,47.90423372
0.216570203,0.4007425,32.82400023,46.05575338,23.99417114
0.171413326,0.465117055,31.03344641,25.86340029,26.93578386
0.309880934,0.445337869,32.30078796,58.2495673,37.30941441
0.268986598,0.509287562,33.95731208,45.94128996,47.68605223
0.188104684,0.488153294,33.28120664,28.46076835,32.22889645
0.167203112,0.392076464,21.6039385,22.4915913,10.10116866
0.258092602,0.315961317,29.02233886,63.69630388,20.93240802
0.228855721,0.533968091,34.0451308,32.68528981,56.12714173
0.15775681,0.455206673,27.47858576,17.82826616,21.87081428
0.131018024,0.558079975,27.19299357,6.635261872,36.48942204
0.213934653,0.21827864,23.76667987,60.38895714,16.28711352
0.187362091,0.394297278,27.50343782,28.62644931,22.58717664
0.160805873,0.409807508,22.02103567,15.77657632,11.92326962
0.230673436,0.264680525,24.87595882,59.43804198,14.37279804
0.206053239,0.251464689,20.54731675,46.74431582,10.92340994
0.178449552,0.332950805,23.23922642,27.81415857,12.26643535
0.146029339,0.475732872,23.2150284,10.31373102,20.2632954
0.272733098,0.335661647,29.38534265,65.89869583,19.98444975
0.232732733,0.439189189,31.99996723,43.54558175,31.23878134
0.174770039,0.553383706,36.47705078,17.83127334,54.89674706
0.145619178,0.5035938,26.33252721,12.52086553,23.62382093
0.241189313,0.224243684,23.28294408,58.67598143,14.91072488
0.20590258,0.279259626,21.04296114,41.47094626,10.18620469
0.174090294,0.425124624,29.99291189,21.39660592,24.96357473
0.268031704,0.372721268,29.86880227,54.59609518,26.8500586
0.188384173,0.372673525,27.13874185,33.06258352,17.65661773
0.16159944,0.543917736,35.43226178,14.72348498,47.00739596
0.133324644,0.552450027,28.98467311,7.775781563,37.84059291
0.253254735,0.359187257,27.83734906,59.25288077,19.26729545
0.202699091,0.302445216,22.47324822,42.96030286,12.73498762
0.141561778,0.535309484,30.66536874,8.351200574,32.65009116
0.213568551,0.258337132,21.61291179,53.1528744,10.37910379
0.180593122,0.505554482,31.90340762,21.17340949,36.72525867
0.154859686,0.467580303,26.48673205,13.98338328,21.58134576
0.342659541,0.514932411,27.00677411,51.7280459,57.86841185
0.191916119,0.282959253,20.27420639,38.64336849,7.915884218
0.172327723,0.396276402,24.96840025,22.76557048,17.55382256
0.148340334,0.549728194,29.67085965,10.7142171,41.94978865
0.277920176,0.332295862,29.72400159,69.06425434,18.5772928
0.206127265,0.284802428,20.27619221,45.66683464,11.86508769
0.181799031,0.375789973,24.95966428,28.74180533,16.21316703
0.15584693,0.445189201,22.03912158,13.10025444,18.23389565
0.242825326,0.309640471,26.03982029,57.24189666,15.49938563
0.22573094,0.533093129,33.21444082,31.11516497,51.98131587
0.138997166,0.556605879,26.52971968,8.739747628,37.88555853
0.352672548,0.48619616,26.15152026,60.97910746,47.16494351
0.222009569,0.446949761,29.86872773,40.12497879,28.52178975
0.17374794,0.463074085,27.16075987,21.63035581,23.02156053
0.151579123,0.558514307,29.81962145,10.65779345,48.89919376
0.222859484,0.270995494,22.59144153,54.44893247,11.72452867
0.201239034,0.426967694,26.66152376,32.41547994,24.28229905
0.173116431,0.534505891,30.16090399,19.27216674,39.27210094
0.319633208,0.419641395,29.6099614,61.00344074,30.91771537
0.245194931,0.370520827,24.57447229,48.22962283,21.83569284
0.188407125,0.529335549,31.25517084,20.21905363,42.75170912
0.177779224,0.413946642,18.77824239,18.97241074,8.089609283
0.360820307,0.505091066,23.16797224,53.12163793,57.44295178
0.234686097,0.457129543,28.53438353,40.63706844,29.20182396
0.148057264,0.528081043,25.32773225,11.18855212,30.3146604
0.222646438,0.258615493,21.76520802,53.84195991,10.68958007
0.211177974,0.307400948,19.65178149,36.83597891,9.297489246
0.162192916,0.555158329,32.15829527,12.50172378,51.99911327
0.13601065,0.560271324,26.14810549,6.460553336,39.06707844
0.254073407,0.431817628,27.61266597,48.32476269,27.49096884
0.201286199,0.413639995,27.23407042,31.46607534,21.06357989
0.179491893,0.39293724,19.83663373,21.52738587,9.273670723
0.306302607,0.405563539,27.73064408,56.23273965,28.21715768
0.198896415,0.280166087,18.85029988,38.18960034,7.233606449
0.191491092,0.543968112,32.21034983,18.45076422,52.09002303
0.147444904,0.500778491,23.34134097,9.49397582,21.33536422
0.22215973,0.24223144,21.96649844,55.67745592,11.24281343
0.210899275,0.285852877,20.14592031,42.04217769,12.89590669
0.177215377,0.397804372,24.23655435,21.1285065,18.51108282
0.152240542,0.483983556,24.69235752,10.95797438,22.729827
0.306596052,0.39576312,25.38021406,60.38159187,25.62928355
0.217132552,0.544544635,31.19507629,24.91292918,56.04289342
0.164097669,0.442243652,22.74521957,16.75768832,17.74919609
0.262461558,0.289789263,23.24520231,61.45582075,16.3393119
0.223212103,0.344799957,22.86670538,42.51282638,15.9489309
0.178414713,0.497950642,28.99145965,20.37884881,29.64086439
0.144163886,0.531655972,24.60865376,8.576136194,28.00218181
0.28026153,0.462007422,26.44537387,49.86431708,32.22704988
0.193718733,0.329974986,19.46398327,32.41586486,9.19043888
0.162241296,0.418898559,20.33759631,15.66984728,8.882385948
0.288727873,0.531321655,27.79327291,38.14803928,58.31656148
0.204697987,0.546840045,31.43969553,22.8928731,53.51888424
0.159372809,0.50710689,26.87576656,13.7258309,26.77723312
0.242619533,0.261432024,21.75173126,57.99448628,12.53270768
0.287891825,0.480700676,27.26091156,42.12826287,40.8963278
0.218262567,0.529610859,31.76044843,25.411439,46.73077426
0.158899283,0.558244893,30.76269312,10.01731155,48.45370216
0.378307413,0.490809937,24.99283465,57.219638,48.21057093
0.341905045,0.511454924,26.82115776,48.0215529,52.86428249
0.220732734,0.486699888,29.40635227,32.52548625,33.00765727
0.155367132,0.450756176,20.71758797,14.1687667,9.799649725
0.294653763,0.503147609,26.53455162,42.64774781,46.03966648
0.201539538,0.542007986,31.21049427,20.36384173,49.86821305
0.160915995,0.516346043,27.20839029,13.65388062,29.55400013
0.304354115,0.41244033,24.33287548,54.83811,28.12886432
0.210184458,0.3581966,21.43951559,34.5773729,16.24928049
0.205497253,0.366241956,18.95724683,24.99135625,9.276183991
0.148243441,0.561250325,25.44275019,13.19279513,42.35118129
0.308437325,0.426895139,25.9057782,54.94248795,28.66188548
0.238939173,0.368710045,23.36138468,44.79486628,18.66223566
0.185667827,0.393668554,23.35822477,24.69137797,16.25368249
0.154645881,0.560950501,28.02624766,10.86610972,50.08159823
0.298352125,0.460797918,25.42920328,49.62178173,33.07593751
0.204725738,0.523417722,30.95868904,22.58537148,41.43825139
0.150282447,0.501623209,24.09453327,9.798643801,22.58375634
0.288389994,0.420962155,23.87311572,52.94496978,26.8837526
0.211840261,0.545701235,30.70097101,21.05350158,53.21800733
0.155614257,0.513072847,26.44411228,10.496545,26.29056901
0.309611905,0.392308316,24.55050078,58.91511423,23.72780781
0.272824719,0.526191919,25.00268654,35.42745361,50.44997352
0.178875687,0.450138718,22.65197771,20.1085046,19.40691258
0.147846668,0.560493995,23.91750793,7.04041471,40.80174549
0.315613465,0.497460327,23.80337554,46.79558116,41.000801
0.201422573,0.356405862,20.67103355,32.00668891,13.53386886
0.179244598,0.397856227,21.07660719,20.96243616,15.38187388
0.165410909,0.466571157,19.08171011,10.13976019,8.796399821
0.225424424,0.273683818,20.49959351,46.17517261,13.32970711
0.176967207,0.525490393,29.29039136,14.30101052,36.7909076
0.156630741,0.519746484,26.29363802,11.02335317,27.47431002
0.26648161,0.362942401,23.18059738,51.46982027,17.31062919
0.219404527,0.545083122,30.48978594,21.58979484,55.70348508
0.164997037,0.539161649,29.07247455,11.40140319,36.93325575
0.308728309,0.463869464,23.57573748,48.57799462,35.14599547
0.207554273,0.46191492,27.07812825,28.42990563,25.55464299
0.167616057,0.452371608,24.10582311,14.89297754,19.32446782
0.342398179,0.428029345,23.49892611,57.94419242,29.94122665
0.262162014,0.403279767,23.4647171,48.34511159,20.82195973
0.195609146,0.416418912,21.09602058,27.67212716,16.30513375
0.169613598,0.555289326,26.4211556,12.52696895,46.04764483
0.358353847,0.447768956,22.75467659,57.65881324,33.65219357
0.210153565,0.440142108,25.69812761,29.09436285,23.61831798
0.181279119,0.555908513,30.87489744,14.29152526,53.27053371
0.277179123,0.3361583,21.76914142,54.09745472,18.63826145
0.25303833,0.381427236,24.23869371,43.41930836,19.46782461
0.246998285,0.52321142,27.95465672,29.33638462,46.25578467
0.165076018,0.449617135,21.2501127,14.97189882,16.22446255
0.262915912,0.318200022,21.17513052,51.8182926,13.87915399
0.253540429,0.528837369,25.93486705,29.78930414,49.21870111
0.167260165,0.42843476,20.38539347,15.28757234,12.21169796
0.325317058,0.44446933,21.81282351,51.36090408,33.10767668
0.209267974,0.355458418,19.44487902,33.1744025,14.12594747
0.184048901,0.446397904,23.37094855,20.03918889,20.49840333
0.154641624,0.524793086,23.19400873,9.22820801,26.42667463
0.239914247,0.245712337,20.63055526,51.37351742,13.55670449
0.243190265,0.440480484,24.20790832,33.99344483,27.29204849
0.186633124,0.369207547,17.75577012,23.42780787,6.429216165
0.150314441,0.551366758,25.59016142,8.442942347,36.62236417
0.254989017,0.365378324,23.18755949,48.56064796,15.84132333
0.216471541,0.420560748,24.65153582,31.61099485,19.41985214
0.170752521,0.504868115,26.45163972,13.8551015,27.13963623
0.252595156,0.279181985,19.72317942,51.71194538,12.36472909
0.247446084,0.456932058,24.56230188,34.19736831,28.07674496
0.174871588,0.538591668,25.06970995,11.55095764,38.13407418
0.14961046,0.523299345,22.45540736,8.158202285,24.96827317
0.290363933,0.462857143,21.67706555,45.74740433,31.68166051
0.232177903,0.51693611,24.60696845,25.48536462,39.73847113
0.165791848,0.493023661,22.37281058,13.02885575,21.90805279
0.345044138,0.495882457,21.26609423,48.23427509,44.35062235
0.22091074,0.438250626,23.59055412,28.88176194,24.11765216
0.155929152,0.539868356,25.00840027,7.902376381,34.07837924
0.369939919,0.502905545,18.64362741,48.73048606,49.81733139
0.299167215,0.49402074,23.58594566,39.75747207,42.81042577
0.204499444,0.454734681,23.18494889,25.12346188,24.10399192
0.176871133,0.546591134,25.0491081,12.5518825,42.1629127
0.377945335,0.505015484,19.67489547,48.89325068,48.87841182
0.306990448,0.496982369,22.9289475,40.26654894,42.72943011
0.177311852,0.522755997,25.76521159,13.71397075,32.0612771
0.366261981,0.506357827,21.51560647,48.92308199,49.21373666
0.257156265,0.430502112,23.50100194,40.98696067,20.57116918
0.219382333,0.359845821,16.80072039,28.15810362,8.00349823
0.158278744,0.461348626,20.22217585,9.248713956,10.80813226
0.238272271,0.25864858,17.78690121,49.08068469,11.24124681
0.208375671,0.331670054,18.71231574,33.14358335,9.328463183
0.158017967,0.550305162,25.69915707,9.185004625,41.50595052
0.247751088,0.284185072,18.96101855,50.11623841,11.35509853
0.259681243,0.446769626,23.47315934,37.19787261,23.87400215
0.203873924,0.375924261,19.89023624,27.79916767,13.22294313
0.179314832,0.526813465,25.20281291,13.69913776,30.92414721
0.36193539,0.48229791,23.10092646,51.2914125,38.18351045
0.211208341,0.438437907,21.74477041,26.22248728,19.76113078
0.181280005,0.503949939,23.69038243,15.03362766,26.40079839
0.252650683,0.25009552,20.75867574,51.33380679,14.12317515
0.251687498,0.384749444,20.69376317,36.7331831,18.77040799
0.199243514,0.528288317,24.78367392,18.27399438,36.35655312
0.395183946,0.506889632,18.3609581,50.98798194,50.71371045
0.231702001,0.27726737,15.96181694,43.89386289,7.407311284
0.247163564,0.523405195,23.70421943,25.50568494,44.40056507
0.161868591,0.559423661,23.24675285,8.783241594,42.24139259
0.354547632,0.459953685,21.11139192,53.32607467,32.69638695
0.284927223,0.537728474,23.08789443,31.74841061,55.58707606
0.199777542,0.500229985,23.21848726,21.34230282,26.2435353
0.164412936,0.558861695,23.4445359,9.696751442,43.83602361
0.265182186,0.439317262,21.52490448,40.56278307,22.90580312
0.190957612,0.386871311,18.99002314,22.3368217,8.519246209
0.162161106,0.450181655,18.46295157,13.63787997,8.931756409
0.293950552,0.408416623,18.83755948,46.1488202,21.97374435
0.220908154,0.50260945,24.69450441,21.59318422,33.08341841
0.165822447,0.462422142,21.12422734,10.9965264,18.59055113
0.373492537,0.50561194,20.62833481,46.27529612,49.8236462
0.287982979,0.513582311,23.81016845,34.17072146,44.06657428
0.199485401,0.442666965,21.38607954,22.53739175,19.20087612
0.245673273,0.24952192,19.6734397,50.50735442,13.08265499
0.320837806,0.474618233,21.07862759,40.78287007,37.1926726
0.223502408,0.546728026,26.74559184,18.61622018,50.53281502
0.177559238,0.429747584,17.87091947,16.94426605,6.947938166
0.372636913,0.516440683,18.80070834,44.53973978,52.45825826
0.214507228,0.376567683,17.89709103,28.64073626,12.72767879
0.188535544,0.556381037,30.27394267,13.61592002,52.40205037
0.353576578,0.468046629,19.77635942,48.04186878,32.69274389
0.236665437,0.365095906,17.41689627,35.71703555,12.60144831
0.201383703,0.385689526,18.80994997,24.53525293,9.062037154
0.165982916,0.52563718,22.96111888,8.488047531,29.98465672
0.303554932,0.39076881,19.70894814,51.15649943,17.6485161
0.221659058,0.41351478,18.55666377,28.37294015,17.53754435
0.160959534,0.561907191,24.30375794,10.44141773,46.52666415
0.255305088,0.33066573,17.28293933,45.15487472,11.5745822
0.205536332,0.430471453,20.18065594,22.75242104,18.21610007
0.157655666,0.542887004,22.81853734,7.298106187,32.26647204
0.345947968,0.521937309,16.40940367,42.75372923,49.10338002
0.232988616,0.49352568,21.88084237,26.87598466,27.74841842
0.180137573,0.555701813,23.4495553,10.82226286,44.56865657
0.335712003,0.461071467,21.50228177,48.24665977,27.82746609
0.226043169,0.424328223,20.42671114,29.13774129,18.55065333
0.181878618,0.435071051,17.98809532,16.88722781,14.05783692
0.158457043,0.546715812,21.72982431,8.417236399,32.6989472
0.269310841,0.279183568,20.7864941,48.85786639,14.10009885
0.239483943,0.352401872,16.09041117,35.53766648,14.11610405
0.19449968,0.517074111,22.9092618,15.34902004,29.13700899
0.331771619,0.425950925,20.24770586,47.01546748,25.56200806
0.226257119,0.397653702,18.11794683,29.78080244,14.53130185
0.182749812,0.472765381,20.03736754,13.64399032,19.48785919
0.295447239,0.355526356,18.30334368,48.23322323,15.41454512
0.260619235,0.429457729,18.17510207,34.87448164,20.11082436
0.219376124,0.547559913,22.57281157,18.3823306,46.43058035
0.259804065,0.280918263,16.76769602,50.12423078,9.913113681
0.239634268,0.304353011,17.32075245,39.37245744,8.990806636
0.199622336,0.531505118,22.85836028,14.81428769,36.53495957
0.163047731,0.555090962,22.04906562,7.280395108,37.12178726
0.354853943,0.51831613,17.16460582,43.15518353,45.87465801
0.279142961,0.535876407,21.57709496,28.80611819,49.95379321
0.197335062,0.465563583,21.05432593,19.76484618,18.35878844
0.158059633,0.497218941,18.44865269,7.994199936,17.29627229
0.275298467,0.487706912,19.04494582,35.30402413,28.17034906
0.202202661,0.409191402,17.43044623,20.24606815,7.601375108
0.35308445,0.448998446,16.9799936,44.5178764,30.9611866
0.25174288,0.379486835,17.24422368,35.02462498,14.64807381
0.216894869,0.461505662,20.52020553,23.55535172,21.70094132
0.366396632,0.474006506,17.20722614,45.33548321,36.54749655
0.33537678,0.514382722,17.75079991,39.90478729,44.21427485
0.216318639,0.40237819,16.51029325,26.01747373,12.7614753
0.168634402,0.489480003,19.13448856,8.89253386,17.98383767
0.366236223,0.487449678,16.27608607,46.19855383,37.78348028
0.212411278,0.355440516,17.47914711,29.86652015,7.785144699
0.185896156,0.445911225,17.38695801,15.28979153,8.365056665
0.322497861,0.523363986,17.45738334,34.82960608,47.17432218
0.224104515,0.514652573,22.74822458,19.2272786,33.64117382
0.190623642,0.428278786,18.08782755,18.13069568,8.760111998
0.365865032,0.5082273,19.18403142,39.10860058,49.59592133
0.281227655,0.475840163,20.50242754,33.54943584,30.33434719
0.207556015,0.551788545,23.7511243,14.69715822,48.76297791
0.402699663,0.515650218,15.3093493,45.44419466,52.66207534
0.274369962,0.330196878,16.74022648,44.71902163,11.43285295
0.253098082,0.474654968,19.98202022,29.69441127,25.13509594
0.17937978,0.542410519,21.19781528,9.952638318,32.90219875
0.316735626,0.44899415,18.41151764,42.73942798,25.84198788
0.223062141,0.358465426,16.97670205,29.12289231,8.068442405
0.179778017,0.490810167,20.55085062,11.52304509,22.66180268
0.371134879,0.482229806,16.64189674,44.18433825,36.22316095
0.237040083,0.534013065,20.99511678,20.18145815,40.81692213
0.182698622,0.445803398,16.08466742,15.7354562,7.130522174
0.34465593,0.516050512,16.83502793,36.40314776,51.94306043
0.239369186,0.536540913,19.61342181,20.74229066,40.94406806
0.188883452,0.427470947,17.21512884,19.11408472,7.593735211
0.332293788,0.394666497,17.71980068,50.85035589,19.74577064
0.342145518,0.529306963,17.63945595,35.43608396,56.09112079
0.234604419,0.500436565,19.78755524,24.25175874,26.68993329
0.390022875,0.522215379,15.886754,40.07393792,56.56096609
0.265518414,0.512362606,20.88352638,25.37741189,37.16878598
0.198506839,0.551706599,22.61179704,12.46584243,44.65954009
0.383754698,0.525794329,16.60500169,40.74186938,56.86601174
0.246308281,0.397107952,17.26968963,30.05711858,15.09685223
0.208667452,0.418923121,17.99507638,20.49537546,14.85795367
0.165196736,0.527420215,18.24036859,6.925335759,24.18218807
0.242143345,0.375158005,14.80968065,31.51973148,12.77331572
0.199432793,0.529183152,20.99526264,13.90244469,32.18533652
0.265235591,0.2797467,18.82596278,45.46709401,10.95036573
0.280601378,0.400856129,15.63428201,34.94174268,18.550979
0.238742285,0.482691184,18.4601551,23.36135661,26.1559789
0.185884736,0.426150328,18.06925707,18.03047136,8.253879675
0.306505616,0.492689129,17.85106951,33.04635558,35.63115388
0.211734827,0.428757806,18.12989376,20.16330531,16.61445819
0.165938267,0.531164755,18.29253234,6.330534892,23.0291948
0.273635491,0.375656149,16.26714624,40.90888268,12.54805089
0.217893928,0.46184296,18.67100277,20.44452525,22.12749832
0.259050977,0.273786363,17.62717925,46.85665998,9.87596003
0.361189828,0.532789733,23.08610011,38.18227459,64.24213713
0.235791853,0.423017017,16.35973692,26.87007703,16.28817233
0.18976486,0.545603495,20.72422242,10.36820895,36.0068068
0.396443536,0.512866633,15.29461863,44.47588005,48.18842171
0.247636128,0.501087603,19.60469891,22.78892172,29.2865884
0.18788493,0.444492087,15.73560173,16.09914783,6.422416135
0.358227392,0.489628905,16.55256292,39.71244756,38.92311551
0.240315586,0.469629775,19.58668239,22.77199137,23.64970414
0.20110645,0.453082254,18.47425946,16.94798904,17.26829177
0.176303235,0.56012526,21.23820936,13.38760676,46.62022606
0.359560008,0.498773909,16.3011514,39.76092332,39.1541958
0.227918478,0.544539325,20.74745619,16.09973115,43.06939185
0.287968025,0.332394962,16.73952322,42.84833934,10.40088906
0.251211911,0.373182133,15.08486677,29.04644213,13.72310476
0.208327962,0.550617875,20.95090621,12.86042535,46.20374041
0.394162288,0.503152364,14.65312139,43.8968205,44.9145503
0.244764539,0.328621718,16.76843575,34.21210559,8.310920272
0.23372213,0.383590038,16.03395117,24.50520996,7.194192967
0.191271878,0.445444155,18.2104073,13.12580333,14.54818572
0.357893346,0.466117095,16.00225008,41.33341764,31.3300007
0.201933574,0.409957251,16.68762295,18.48442094,8.532182734
0.366061022,0.472677408,16.91041161,40.81315357,34.60502853
0.316604725,0.455531876,17.39461575,35.56158694,24.35888809
0.264796753,0.532944629,18.74132584,23.92582314,42.21762799
0.19580073,0.53924984,19.59733497,11.50465395,31.67067636
0.273004073,0.300723635,17.16880514,43.25356591,12.28138021
0.249582173,0.454087441,17.9285209,24.65627889,22.27386288
0.182806293,0.467757826,18.26341955,10.07681188,16.42680997
0.270066,0.32551386,14.16040306,38.11330138,7.970711637
0.260464593,0.547588482,23.53695423,22.00626007,57.35046924
0.174195809,0.557603897,18.73458595,6.99180359,39.28132136
0.241952517,0.398423749,14.93350579,31.17582513,10.12126002
0.207699194,0.420212669,16.19599165,18.14529504,9.448872553
0.298027243,0.334311884,15.68984496,44.16098175,12.42395642
0.301597687,0.514031811,17.65836639,28.80596192,38.86642793
0.217467794,0.546904262,19.47239188,14.21905028,41.37552759
0.403816119,0.509248631,13.70355981,42.25284172,48.27935053
0.270922474,0.330556707,15.47309724,35.91983372,7.849015058
0.234290179,0.479152088,17.49590435,18.99779372,25.85076616
0.205186064,0.44286884,14.37944454,17.10320779,6.985017039
0.305108117,0.349921655,15.02610495,42.63858871,14.52300912
0.282894863,0.435264136,16.79615757,32.05193714,19.85008818
0.2165035,0.525072927,20.26149446,14.2746501,31.44002664
0.282517413,0.311794473,15.12775495,43.66875269,9.767491438
0.303334151,0.541878484,22.85617623,28.51652903,60.41715677
0.204189807,0.555301837,19.42490316,11.87883605,45.82880432
0.287625927,0.348510865,14.43427818,40.3671847,11.00603676
0.231347559,0.425227822,16.03637703,22.41687983,16.11166715
0.310949151,0.37214054,15.10154927,39.76179533,16.43888558
0.338130546,0.471183563,15.57136554,34.47744946,30.93365184
0.270549725,0.495327018,17.97145684,25.41838238,29.17185052
0.191055163,0.440702709,16.73326163,17.03022757,7.38321042
0.348504328,0.5314991,18.0529866,34.53724294,55.89429062
0.217762989,0.552442456,19.99103422,13.47106172,47.80676507
0.296304474,0.350150415,15.59482229,39.45933414,12.50946164
0.34494359,0.486646154,16.74357774,33.32317147,34.41668446
0.227184255,0.380805825,15.29233392,24.72012248,5.998751547
0.193686303,0.55026582,18.65573374,10.31872485,39.51037111
0.250291349,0.375168086,12.6436272,30.59006005,8.025795632
0.210295614,0.549857803,18.15126285,13.49636199,43.64165964
0.378076992,0.476585207,16.16529332,39.97659793,30.55096617
0.25830792,0.355865061,15.32724792,30.2114952,8.065315452
0.205096225,0.492706905,19.28445164,12.18473776,21.98292376
0.303333794,0.346769954,16.11812133,41.43807312,12.09057296
0.314640266,0.537363532,16.52362836,26.1782679,55.604975
0.226024815,0.521429982,18.66927298,17.25518165,27.72592383
0.377029055,0.499113354,15.77698064,35.34049869,40.55417891
0.245563907,0.484812721,17.51805108,21.59240351,22.19494324
0.182404911,0.518083076,17.09110136,5.01430352,21.81965937
0.363641515,0.531608992,15.16686648,35.92189723,57.46255301
0.294717697,0.536167563,16.7136565,24.05172181,49.1102384
0.19438168,0.454226351,15.66677159,12.79202474,10.19059041
0.406535383,0.514063693,13.30197606,39.32137997,49.95396382
0.284622364,0.500921063,16.92334584,26.94824518,28.43310235
0.198751156,0.539675503,17.14420112,11.64198204,29.16045539
0.305101828,0.361420032,14.0967681,40.32386372,11.82012204
0.255110097,0.500307044,16.8699896,21.83622228,26.34429623
0.19776988,0.439043507,16.0417311,18.05349968,6.964464216
