Type,Bg_RRGGBB, Bg_L,Bg_a,Bg_b,Bg_TD_RRGGBB,Bg_TD_L,Bg_TD_a,Bg_TD_b,Bg_ND_RRGGBB,Bg_ND_L,Bg_ND_a,Bg_ND_b,Fg_L,Fg_a,Fg_b,CS_Fg_L,CS_Fg_a,CS_Fg_b,ComC_Fg_L,ComC_Fg_a,ComC_Fg_b,GammutFlag,CSBin_Fg_L,CSBin_Fg_a,CSBin_Fg_b,Measuredc_Fg_L,Measuredc_Fg_a,Measuredc_Fg_b
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,62.00190549,-33.54342845,52.81743406,58.16496977,-34.54572528,45.88564161,55.69326044,-65.29876216,-7.080941184,1,55.69326044,-65.29876216,-7.080941184,66.3438122,-14.37597393,-31.28225875
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,21.26067784,47.73658577,-32.23333858,21.18859711,47.58211531,-43.48196489,21.88091411,-1.850288753,-58.08458093,1,21.88091411,-1.850288753,-58.08458093,43.41887326,29.68751651,-67.29400482
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,51.99492697,6.541865374,-55.76942765,48.23482588,0.583293956,-38.69445631,43.27580661,-16.52093245,-31.70592997,0,43.27580661,-16.52093245,-31.70592997,54.9691848,11.05469231,-54.70918191
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,47.57039914,52.35683355,8.096924153,37.02236721,28.67998486,-18.04328186,37.22857519,48.68699669,-28.29550035,0,37.22857519,48.68699669,-28.29550035,46.09640278,44.24430172,-59.32193411
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,13.24442394,32.40089471,16.99338041,15.85039121,17.13987244,-2.604870473,27.28137186,23.52414863,-65.42576943,1,27.28137186,23.52414863,-65.42576943,44.63183679,38.02792567,-73.6499729
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,90.51376898,-10.65138622,89.5699458,58.47581915,-26.4413553,63.62555215,87.30082352,-19.93657853,53.29299599,0,87.30082352,-19.93657853,53.29299599,69.01124029,-8.10494306,-13.623293
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,47.22337773,57.56009575,2.864568131,34.64062977,37.14446178,-24.88139498,36.73168076,55.8993454,-25.58156099,0,36.73168076,55.8993454,-25.58156099,44.51839998,48.22654047,-58.58279897
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,48.20584044,-0.712804515,28.20879707,45.75039795,-5.637273371,15.58792689,38.12870673,-35.14128576,-37.03948336,1,38.12870673,-35.14128576,-37.03948336,52.92759897,14.84454998,-55.65314357
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,76.27384353,-14.21756388,18.74959738,60.85216797,-3.564572095,-10.93392995,71.91819421,-28.18841685,121.5346294,1,71.91819421,-28.18841685,121.5346294,67.71734199,-23.00170592,17.48998179
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,76.07442525,-48.31254952,-0.6246258,58.73754994,-16.07513137,-21.54518603,71.69845293,-70.4342746,42.8768194,0,71.69845293,-70.4342746,42.8768194,65.74087896,-27.04258061,-10.28351508
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,57.1015456,27.0637587,64.14468614,46.93510502,-8.629467729,46.91698732,49.77407983,15.77229148,-23.03354791,0,49.77407983,15.77229148,-23.03354791,57.38588844,20.991832,-51.59077787
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,43.14510379,45.89605188,-70.98979001,36.64022753,36.28411744,-57.58035936,30.54074369,40.26375272,-53.59956734,0,30.54074369,40.26375272,-53.59956734,44.30455226,43.58772775,-73.69592904
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,41.92479941,64.13940678,-6.985732527,31.2541789,45.4382772,-33.07341618,28.52423204,68.47055891,-39.13186834,1,28.52423204,68.47055891,-39.13186834,37.24352667,62.14293673,-70.94094081
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,41.58247458,79.15685235,-73.26397875,30.02235133,69.44288924,-67.37577665,27.94063889,90.08194525,-57.37910417,1,27.94063889,90.08194525,-57.37910417,41.59504587,65.21609931,-77.32951605
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,47.71671804,46.26907853,-76.03745278,40.86430725,27.57256071,-50.791118,37.43693819,40.19369001,-61.79285893,0,37.43693819,40.19369001,-61.79285893,47.49496263,36.63067498,-68.50503389
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,38.71911091,-18.68400276,-0.602164445,38.68178292,-11.09223549,-11.0857262,22.65307665,-22.26588311,-57.66722015,1,22.65307665,-22.26588311,-57.66722015,45.1371254,27.08424115,-64.94979134
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,52.57500345,-52.63953111,37.49707105,51.19806117,-42.44886721,29.71565009,44.03582928,-155.9067844,-27.53913427,1,44.03582928,-155.9067844,-27.53913427,61.53323836,-2.846306147,-41.36110599
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,76.07442525,-48.31254952,-0.6246258,58.73754994,-16.07513137,-21.54518603,71.69845293,-70.4342746,42.8768194,0,71.69845293,-70.4342746,42.8768194,65.74087896,-27.04258061,-10.28351508
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,76.08663777,-48.01785319,67.96740898,58.27830705,-32.36307734,47.45204716,71.71191433,-70.0464333,24.64591689,1,71.71191433,-70.0464333,24.64591689,66.12839248,-18.08427593,-24.44715496
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,52.6024821,17.54751726,-56.78840408,48.20959617,7.092445211,-38.91321205,44.07167372,0.630461058,-33.73722338,0,44.07167372,0.630461058,-33.73722338,54.58488635,17.73690451,-56.58205958
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,86.75366434,-83.83384541,82.29939728,56.55532843,-50.66919647,58.94292877,83.28884495,-107.0698852,46.82863746,1,83.28884495,-107.0698852,46.82863746,65.36537724,-21.21125669,-19.37301216
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,76.14322056,-33.56472162,-4.901634048,59.82544501,-9.964767525,-19.05527533,71.77427609,-51.78881763,33.99845109,0,71.77427609,-51.78881763,33.99845109,66.86991194,-18.88870498,-14.60696112
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,51.99492697,6.541865374,-55.76942765,48.23482588,0.583293956,-38.69445631,43.27580661,-16.52093245,-31.70592997,0,43.27580661,-16.52093245,-31.70592997,54.9691848,11.05469231,-54.70918191
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,66.51665035,41.84959707,56.48346735,50.13273172,-10.06809633,26.16397569,60.956898,35.63072847,3.7071963,0,60.956898,35.63072847,3.7071963,60.64901797,14.72126274,-39.6942417
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,47.97178038,-28.04758655,-9.481025119,46.84301757,-13.61727849,-19.11370404,37.7985742,-107.0400295,-9.156582442,1,37.7985742,-107.0400295,-9.156582442,55.04142337,-9.805256398,-31.80616981
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,80.89037852,-33.94999476,72.71730114,59.34275734,-23.65463795,49.83752488,76.96670146,-49.75030048,35.62417643,0,76.96670146,-49.75030048,35.62417643,67.61328055,-12.44940031,-17.5462636
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,20.81473721,-13.59472642,-9.266597317,26.27397729,-8.583771957,-10.84674869,22.30251816,51.74484656,-67.6988389,0,22.30251816,51.74484656,-67.6988389,38.98461542,55.46064056,-82.96904143
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,32.54833831,48.46081152,35.87000457,28.22093396,27.32708598,12.95514234,4.824486458,67.20782762,-102.7812153,1,4.824486458,67.20782762,-102.7812153,35.3212572,64.16101139,-89.06014079
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,38.67638832,-5.57013274,-23.60776111,39.49612959,0.48264069,-30.20875539,22.56733505,-64.04514494,-37.9373278,1,22.56733505,-64.04514494,-37.9373278,45.15104234,12.38680673,-51.00951294
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,45.09203316,79.6987129,-56.61576009,30.96110402,71.22823075,-66.94219033,33.58605151,86.6837421,-28.22193617,1,33.58605151,86.6837421,-28.22193617,38.39315009,64.23240599,-68.32754568
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,90.4261303,-52.48599773,51.91459728,59.89325531,-14.23657501,6.089201129,87.20764107,-67.3618896,98.63441076,1,87.20764107,-67.3618896,98.63441076,67.08904558,-25.60012155,14.97691143
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,37.55969807,58.75622382,-29.88364358,31.70424579,51.40398558,-48.68487651,20.22966857,66.51985388,-35.86857912,1,20.22966857,66.51985388,-35.86857912,36.49902453,49.910057,-61.74296766
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,66.60264125,-52.90184363,52.14240298,57.76553537,-37.62281417,40.15680913,61.0557386,-87.68547005,6.004303147,1,61.0557386,-87.68547005,6.004303147,65.84198577,-15.7654026,-26.88999398
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,61.87793862,37.68194211,42.00469188,47.92438544,-2.858810789,17.97762613,55.54644942,30.14007861,-2.454817821,0,55.54644942,30.14007861,-2.454817821,59.0020852,17.45830404,-39.86349255
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,33.5810507,25.37755658,-61.78159534,33.28594755,29.85496701,-62.73205251,9.09046466,-26.19719445,-31.4463426,1,9.09046466,-26.19719445,-31.4463426,36.34756599,17.51411245,-50.33558738
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,61.77444476,57.04298864,-0.456948465,45.51068126,28.17432666,-34.95715573,55.42378041,53.3133108,53.28199107,0,55.42378041,53.3133108,53.28199107,50.52300902,13.31821926,-17.68000825
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,76.14322056,-33.56472162,-4.901634048,59.82544501,-9.964767525,-19.05527533,71.77427609,-51.78881763,33.99845109,0,71.77427609,-51.78881763,33.99845109,66.86991194,-18.88870498,-14.60696112
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,62.06980207,-32.54087053,-14.15987855,58.40539946,-16.26662797,-23.42199688,55.77361175,-63.65532091,43.57565968,1,55.77361175,-63.65532091,43.57565968,64.33058834,-35.1646311,1.522045312
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,25.16313635,-4.370925519,8.548339789,27.83171587,-6.911822201,-1.434626512,17.1234813,57.78719441,-79.21756677,0,17.1234813,57.78719441,-79.21756677,34.45736896,63.56678943,-90.82112678
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,57.39384381,32.8958932,-42.54770393,49.9538003,18.61760146,-34.5646815,50.13459776,23.39704038,-13.16385909,0,50.13459776,23.39704038,-13.16385909,57.19215499,22.51904714,-45.04678596
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,36.22563889,60.7834402,33.82528104,27.50429587,33.24076029,9.791589037,17.12819391,73.48916951,-80.37513658,1,17.12819391,73.48916951,-80.37513658,36.13786846,61.92734226,-87.14571741
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,45.09203316,79.6987129,-56.61576009,30.96110402,71.22823075,-66.94219033,33.58605151,86.6837421,-28.22193617,1,33.58605151,86.6837421,-28.22193617,38.39315009,64.23240599,-68.32754568
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,38.2456562,-35.19773417,12.67831082,38.88116341,-25.67885323,4.764093108,21.68856548,13.15003595,-66.02594102,1,21.68856548,13.15003595,-66.02594102,42.53635804,38.5537764,-75.46286925
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,52.68186234,-9.750147107,37.44153989,49.09952155,-14.9429556,23.76816744,44.17514188,-42.39762927,-27.20760238,1,44.17514188,-42.39762927,-27.20760238,57.15328501,3.376535578,-48.25479223
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,65.84217015,-57.09138421,65.35831707,57.7129072,-44.84449821,57.18245766,60.17994538,-95.67037395,-1.459072344,1,60.17994538,-95.67037395,-1.459072344,66.58863404,-12.84265876,-31.66418466
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,37.2924652,63.95184972,-2.247398314,27.99360734,51.20170659,-25.76368908,19.63896612,75.79655182,-63.33326696,1,19.63896612,75.79655182,-63.33326696,37.44465454,59.66927955,-78.97718751
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,47.97178038,-28.04758655,-9.481025119,46.84301757,-13.61727849,-19.11370404,37.7985742,-107.0400295,-9.156582442,1,37.7985742,-107.0400295,-9.156582442,55.04142337,-9.805256398,-31.80616981
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,62.28137867,8.914448515,-13.78965894,56.16280751,6.780171758,-24.67377146,56.02374301,-5.737762146,44.02562803,0,56.02374301,-5.737762146,44.02562803,61.92078181,-8.886695305,-5.258038829
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,81.10679215,-36.54578917,-23.4470965,58.52269173,-18.05469244,-21.67705938,77.201699,-52.75330877,-0.355965594,0,77.201699,-52.75330877,-0.355965594,66.80166877,-9.640449904,-36.33937232
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,57.53075034,18.94367634,4.569593536,51.41055111,8.343894717,-11.01968783,50.30309385,5.219502641,15.95066866,0,50.30309385,5.219502641,15.95066866,57.91344855,4.821078268,-23.84332268
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,48.17278848,9.58479785,-19.01742107,45.88654743,10.96121983,-30.499569,38.08218662,-16.31031772,9.039651143,0,38.08218662,-16.31031772,9.039651143,50.71059693,-2.064722393,-28.86441646
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,65.94872374,-0.877413348,68.47506776,57.38105756,-26.99498114,59.18456557,60.30288891,-16.4718886,-2.158580536,0,60.30288891,-16.4718886,-2.158580536,66.36682612,-4.274906458,-32.61066803
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,38.75064472,-14.57563752,-9.716595604,39.3861019,-6.279931909,-18.36744386,22.71620569,-33.08723124,-51.37400009,1,22.71620569,-33.08723124,-51.37400009,44.70251981,22.96886121,-60.73731494
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,61.94066062,-47.98532477,37.43073356,57.58340934,-38.40862327,27.17503666,55.6207465,-88.84039934,0.379294809,1,55.6207465,-88.84039934,0.379294809,65.99704863,-16.70421306,-25.13424104
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,52.59681654,27.29146363,-61.41929939,46.88251665,14.19334831,-40.84485936,44.06428446,14.51030232,-41.06549724,0,44.06428446,14.51030232,-41.06549724,53.73935044,22.0145328,-58.13999858
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,52.32901676,-56.04342287,54.81897416,51.5932519,-45.05236341,52.11113466,43.71432165,-178.6922008,-33.25120386,1,43.71432165,-178.6922008,-33.25120386,62.37233371,-2.049848781,-43.52453728
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,25.15430199,13.33709753,-9.059208941,28.24752503,9.359420741,-15.14943075,17.13711571,41.97925753,-74.18680481,1,17.13711571,41.97925753,-74.18680481,39.84865529,49.04638509,-80.49740055
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,24.86902744,2.454085842,-28.18455588,28.74679696,10.44027922,-31.89085297,17.56844561,51.5030054,-64.14652816,0,17.56844561,51.5030054,-64.14652816,35.34100374,54.26790773,-79.40844154
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,47.62920462,41.94102883,31.48524719,38.30507812,13.33938391,8.488123491,37.31239663,34.04193484,-40.05007787,0,37.31239663,34.04193484,-40.05007787,48.26003578,36.66605622,-64.86724244
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,90.4261303,-52.48599773,51.91459728,59.89325531,-14.23657501,6.089201129,87.20764107,-67.3618896,98.63441076,1,87.20764107,-67.3618896,98.63441076,67.08904558,-25.60012155,14.97691143
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,85.84758655,19.02427193,-0.00371812,60.86537962,-0.067462651,-16.76944666,82.31748614,12.13695186,31.33782503,0,82.31748614,12.13695186,31.33782503,69.5335849,-0.877903793,-26.57859873
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,43.43842197,-23.26457449,13.48058287,43.20441622,-20.09097236,1.893227603,31.0120157,-114.627473,-46.42945731,1,31.0120157,-114.627473,-46.42945731,51.84851584,13.10331706,-54.9835506
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,34.16082938,-1.603995035,42.41433871,33.61573599,-7.516216325,19.72942576,11.1988997,32.63534112,-92.20310471,1,11.1988997,32.63534112,-92.20310471,39.93193704,48.21674525,-81.09515206
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,66.42322584,36.90890533,72.91331054,50.95521629,-14.28165162,49.79514667,60.84945867,29.81323653,-2.229563036,0,60.84945867,29.81323653,-2.229563036,62.08325977,15.36077332,-41.0658411
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,90.34901545,-28.62705529,-14.55452353,60.48038249,-4.76211555,-17.62528026,87.12563589,-40.11510756,7.084897143,0,87.12563589,-40.11510756,7.084897143,68.51154602,-1.599383545,-34.53689293
DND,0x39469e,32.91127083,24.71398711,-51.44824535,0x213785,25.01743187,22.19335206,-48.55347934,,,,,29.60014551,9.096210596,-18.63236904,31.02001164,10.83436401,-26.25554128,6.521539654,68.66781269,-84.08533536,1,6.521539654,68.66781269,-84.08533536,33.09241435,58.72285371,-85.01319553
